fileid,chunk_count,chunk_indices,chunk_mic_files,audio_duration_sec,gt_dominant_spk1_doa,gt_text_file,wer,edit_distance,ref_words,reference,hypothesis,selected_doas,selected_doa_error_deg
343,4,"1,2,3,4",mic_fileid_343_doa17_3spk_1.wav|mic_fileid_343_doa17_3spk_2.wav|mic_fileid_343_doa17_3spk_3.wav|mic_fileid_343_doa17_3spk_4.wav,16,53,text_fileid_343_doa53_spk1.txt,0.16666666666666666,9,54,THEO'S IN GOINGS AND OUT GOINGS ARE SCARCELY OUR BUSINESS SO LONG AS SHE ENJOYS HERSELF SHE SAID PRESENT MY REGARDS TO THE MISS GOWERS MY DEAR AND SAY I REGRET THAT MY HEALTH DOES NOT PERMIT ME TO ACCOMPANY YOU A POLITE FICTION BY THE WAY AS MY LADY WAS LOOKING HER BEST,"Theo's ingoings and outgoings are scarcely our business so long as she enjoy yourself,"" she said. Present my regards to the Miss Gowers, my dear. and say I regretted my health does not permit me to accompany you. A plate. fiction by the way, as my lady was looking her best.","50,35,51,52",6
344,4,"1,2,3,4",mic_fileid_344_doa9_3spk_1.wav|mic_fileid_344_doa9_3spk_2.wav|mic_fileid_344_doa9_3spk_3.wav|mic_fileid_344_doa9_3spk_4.wav,16,314,text_fileid_344_doa314_spk1.txt,0.05128205128205128,2,39,ONE SPRING AFTER THEY HAD BEEN IN THAT LAND FOR FOUR YEARS ERIC SAID MY EYES ARE HUNGRY FOR THE SIGHT OF MEN AND GREEN FIELDS AGAIN MY STOMACH IS SICK OF SEAL AND WHALE AND BEAR MY THROAT,"One spring after they had been in that land for four years. Eric said, my eyes are hungry for the sight of men and greets. fields again. My stomach is sick of seal and weight. and bear my throat","315,314,315,314",0.5
345,4,"1,2,3,4",mic_fileid_345_doa61_3spk_1.wav|mic_fileid_345_doa61_3spk_2.wav|mic_fileid_345_doa61_3spk_3.wav|mic_fileid_345_doa61_3spk_4.wav,16,61,text_fileid_345_doa61_spk1.txt,0.18181818181818182,6,33,IN SUCH A WORLD THE MENTAL OR THE PHYSICAL STATUS OF ANY PIECE OF EXPERIENCE WOULD BE UNEQUIVOCAL WHEN ACTIVE IT WOULD FIGURE IN THE PHYSICAL AND WHEN INACTIVE IN THE MENTAL GROUP,"In such a world, the mental or the physical status of any person of experience would be unequivocal. Win active. it would figure into physical and would inactive. Get the mental group.","65,65,71,66",5.75
346,4,"1,2,3,4",mic_fileid_346_doa62_3spk_1.wav|mic_fileid_346_doa62_3spk_2.wav|mic_fileid_346_doa62_3spk_3.wav|mic_fileid_346_doa62_3spk_4.wav,16,292,text_fileid_346_doa292_spk1.txt,0.061224489795918366,3,49,IT WAS THAT SAME DAY THAT THE THREE BOYS FROM BRIGHTON WERE FOR THE FIRST TIME ASSIGNED TO A REGULAR UNIT OF THE SIGNAL CORPS ALSO WITH A REAL THRILL THEY LEARNED THAT THEY WERE ALMOST IMMEDIATELY TO SEE WAR SERVICE FOR AMERICAN TROOPS WERE ALREADY IN THE TRENCHES,"It was that same day that the three boys from Brighton were for the first time assigned to a regular unit of the signal core. Also with the real thrill, they learned that they were almost immediately to see war as service. for American troops were already in the trenches.","291,292,291,292",0.5
347,4,"1,2,3,4",mic_fileid_347_doa18_3spk_1.wav|mic_fileid_347_doa18_3spk_2.wav|mic_fileid_347_doa18_3spk_3.wav|mic_fileid_347_doa18_3spk_4.wav,16,18,text_fileid_347_doa18_spk1.txt,0.21212121212121213,7,33,HE REMEMBERED HAVING HEARD FROM THE OLD OLD PEOPLE OF THE TRIBE THAT THERE WAS A PATH THAT LED TO THE LAND OF SOULS THAT IF YOU SOUGHT CAREFULLY YOU COULD FIND IT,"You remembered having heard from the old, old people. of the tribe, that there was a path that led to the land of soul."" that if you sought carefully, you could find it. vibrations under the nautiluses hole.","16,15,16,192",45.25
348,5,"1,2,3,4,5",mic_fileid_348_doa57_3spk_1.wav|mic_fileid_348_doa57_3spk_2.wav|mic_fileid_348_doa57_3spk_3.wav|mic_fileid_348_doa57_3spk_4.wav|mic_fileid_348_doa57_3spk_5.wav,20,173,text_fileid_348_doa173_spk1.txt,0.30434782608695654,14,46,ONLY TO FIND EVERY SEMBLANCE OF A ROAD GONE I LOST MORE THAN A HALF DAY'S PRECIOUS TIME AND AGAIN WAS THROWN INTO ANXIETY LEST I HAD MISSED THE LONG SOUGHT TRAIN THE NEXT INCIDENT THAT I REMEMBER VIVIDLY WAS MY ATTEMPT TO CROSS THE COLUMBIA,Only to find every semblance of a road gone. I lost my way. more than a half a day's precious time and again was throwing in anxiety. less than missed the Longsaw train. The next incident is the that I remember vividly was my attempt to cross the Columbia. Thank you.,"174,174,172,173,268",19.6
349,4,"1,2,3,4",mic_fileid_349_doa87_3spk_1.wav|mic_fileid_349_doa87_3spk_2.wav|mic_fileid_349_doa87_3spk_3.wav|mic_fileid_349_doa87_3spk_4.wav,16,166,text_fileid_349_doa166_spk1.txt,0.09375,3,32,AND I FOUND NO BETTER OR MORE CONGENIAL COMPANIONS ON BOARD THE SHIP THAN THESE FOUR HONEST HARD WORKING WOMEN SO FULL OF HOPE COURAGE AND GOOD SENSE AS WELL AS CHRISTIANITY,"And I found no better or more congenial companions on board. the ship. Then these four honest, hardworking women. So full of hope, courage, and good sense. as well as Christianity.","168,169,169,168",2.5
350,4,"1,2,3,4",mic_fileid_350_doa97_3spk_1.wav|mic_fileid_350_doa97_3spk_2.wav|mic_fileid_350_doa97_3spk_3.wav|mic_fileid_350_doa97_3spk_4.wav,16,216,text_fileid_350_doa216_spk1.txt,0.11363636363636363,5,44,VERY CROSS AND I DON'T WONDER I'M A GREAT TRIAL TO HER SHE WAS TERRIBLY MORTIFIED ABOUT THE PUDDING SAUCE LAST WEEK WE HAD A PLUM PUDDING FOR DINNER ON TUESDAY AND THERE WAS HALF THE PUDDING AND A PITCHERFUL OF SAUCE LEFT OVER,very cross and I don't wonder I'm a great child of her. She was terribly mortified about the pudding sauce last week. We had a plum pudding for dinner on Tuesday and there was half the pudding and a pitcher of... full of sauce left over.,"233,213,210,217",6.75
351,3,"1,2,3",mic_fileid_351_doa35_3spk_1.wav|mic_fileid_351_doa35_3spk_2.wav|mic_fileid_351_doa35_3spk_3.wav,12,35,text_fileid_351_doa35_spk1.txt,0.07142857142857142,2,28,BUT HE WAS RESOLVED TO MARRY HER HAROON THOUGHT THIS SUCH AN EXTRAORDINARY STORY THAT HE ORDERED HIS HISTORIOGRAPHER TO COMMIT IT TO WRITING WITH ALL ITS CIRCUMSTANCES,But he was resolved to marry her. Haroon thought this such a extraordinary story that he ordered his historiographer to commit. to writing with all its circumstances.,"36,36,47",4.666666666666667
352,4,"1,2,3,4",mic_fileid_352_doa234_3spk_1.wav|mic_fileid_352_doa234_3spk_2.wav|mic_fileid_352_doa234_3spk_3.wav|mic_fileid_352_doa234_3spk_4.wav,16,234,text_fileid_352_doa234_spk1.txt,0.07894736842105263,3,38,AND TO SHOW SOME DEGREE OF PRECIPITANCY AND INDISCRETION MOVED BY THIS EXAMPLE THE HOUSE OF PEERS WERE ROUSED FROM THEIR INACTIVITY AND CLAIMED LIBERTY FOR THE EARL OF ARUNDEL WHO HAD BEEN LATELY CONFINED IN THE TOWER,"and to show some degree of precipitancy and indiscretion. Moved by this example, the house of peers were robbed from their inactivity and claims liberty for the Earl of Arundah. who had been lately confined in the tower.","233,234,233,233",0.75
353,4,"1,2,3,4",mic_fileid_353_doa27_3spk_1.wav|mic_fileid_353_doa27_3spk_2.wav|mic_fileid_353_doa27_3spk_3.wav|mic_fileid_353_doa27_3spk_4.wav,16,354,text_fileid_353_doa354_spk1.txt,0.10256410256410256,4,39,HOLD YOUR TONGUE SAID UNCLE JOHN I SAY I'VE GOT THREE NIECES AS FINE A TRIO OF INTELLIGENT SWEET AND ATTRACTIVE YOUNG WOMEN AS YOU'LL RUN ACROSS IN A MONTH OF SUNDAYS I DARE YOU TO DENY IT SIR,"Honolulu Tong said, Uncle John, I say I've got three nieces as fine a trio of intelligent sweet and attractive young women as you'll run across in a month of Sundays. I dare you to deny it, Sarah.","353,353,352,353",1.25
354,5,"1,2,3,4,5",mic_fileid_354_doa100_3spk_1.wav|mic_fileid_354_doa100_3spk_2.wav|mic_fileid_354_doa100_3spk_3.wav|mic_fileid_354_doa100_3spk_4.wav|mic_fileid_354_doa100_3spk_5.wav,20,331,text_fileid_354_doa331_spk1.txt,0.23076923076923078,12,52,A PICTURE TO WRING THE HEART OF THE ONLOOKER WITH ENVY OR SYMPATHY ACCORDING TO HIS NATURE BUT THERE WAS ONLY ONE ONLOOKER A MAN OF FORTY OR THEREABOUTS WHO PAUSED FOR AN INSTANT UNDER THE GREAT GATE OF THE CASTLE AND TOOK IN THE FULL CHARM AND MEANING OF THE SCENE,"A picture to ring the heart of the onlooker with envy or sympathy before to his nature, but there was only one onlooker, a man of of 40 are there about who pause for an instant under the great Gator the castle and took in the full charm and meaning of the scene. Thank you.","332,332,310,332,89",28.4
355,4,"1,2,3,4",mic_fileid_355_doa22_3spk_1.wav|mic_fileid_355_doa22_3spk_2.wav|mic_fileid_355_doa22_3spk_3.wav|mic_fileid_355_doa22_3spk_4.wav,16,285,text_fileid_355_doa285_spk1.txt,0.05263157894736842,2,38,CARRIED DAINTY MESSES TO THEIR SICK RESOLVED BEFORE LONG TO TEACH AT THE SCHOOL WHERE HER FATHER WENT EVERY DAY AS TO AN APPOINTED TASK BUT SHE WAS CONTINUALLY TEMPTED OFF TO GO AND SEE SOME INDIVIDUAL FRIEND,"carried dating messes to their sick, resolved before long to teach at the school where her father went every day. as to an appointed task, but she was continually... it off to go and see some individual friend.","285,285,285,285",0
356,4,"1,2,3,4",mic_fileid_356_doa17_3spk_1.wav|mic_fileid_356_doa17_3spk_2.wav|mic_fileid_356_doa17_3spk_3.wav|mic_fileid_356_doa17_3spk_4.wav,16,181,text_fileid_356_doa181_spk1.txt,0.16216216216216217,6,37,BUT TO WHOM THEY HAD LATTERLY ADVANCED MONEY THE LETTERS HINTED AT THE UTTER INSOLVENCY OF THIS MANUFACTURER THEY HAD URGED THEIR CORRESPONDENT TO GIVE THEM HIS NAME IN CONFIDENCE AND THIS MORNING'S LETTER HAD BROUGHT IT,"but to whom they had latterly advanced money. The letters hinted at the other consultancy of this manufacturer. They had urged their correspondents to give them his name and confidence, and this morning's letter had brought it. by confidence.","183,181,181,291",28
357,4,"1,2,3,4",mic_fileid_357_doa155_3spk_1.wav|mic_fileid_357_doa155_3spk_2.wav|mic_fileid_357_doa155_3spk_3.wav|mic_fileid_357_doa155_3spk_4.wav,16,234,text_fileid_357_doa234_spk1.txt,0.02702702702702703,1,37,POSSIBLY THERE IS SOMETHING YOU OUGHT TO DO AND ARE NOT DOING AND THAT IS WHY YOU CANNOT REST I THINK JESUS WOULD GIVE NO REST EXCEPT IN THE WAY OF LEARNING OF HIM HELEN'S SOBS CEASED,Possibly there is something you ought to do and are not doing. and that is why you cannot rest. I think Jesus would give no rest except in the way of learning of him. Helen's sob ceased.,"219,221,219,233",11
358,3,"1,2,3",mic_fileid_358_doa96_3spk_1.wav|mic_fileid_358_doa96_3spk_2.wav|mic_fileid_358_doa96_3spk_3.wav,12,326,text_fileid_358_doa326_spk1.txt,0.5666666666666667,17,30,AND TO WARN YO IF NEED WERE MY MOTHER NIVER BADE YO TO COME SPYING AFTER ME AND BLAMING ME FOR SEEING A LAD AS MY FEYTHER THINKS WELL ON,and to warn you if need be. My mother never bid to conspion after me and blaming me for seeing a lad as my... I expect to have a good many orders like that.,"301,326,216",45
359,4,"1,2,3,4",mic_fileid_359_doa92_3spk_1.wav|mic_fileid_359_doa92_3spk_2.wav|mic_fileid_359_doa92_3spk_3.wav|mic_fileid_359_doa92_3spk_4.wav,16,291,text_fileid_359_doa291_spk1.txt,0.1590909090909091,7,44,AND A STORM OF LAUGHTER RIPPLED ROUND THE THRONG OF HEADS SHE HEARD AN INDRAWN HISS BEHIND HER CHAIR AND THE NEXT INSTANT AN EXCLAMATION FROM MABEL WHAT WAS THAT THERE WAS A SHARP CRACK AND THE TINY GESTICULATING FIGURE STAGGERED BACK A STEP,and a storm of laughter rippled around the throng of heads. She heard an in wrong hiss behind her chair in the next instant and exclamation. from Mabel. What was that? There was a sharp crack and the tiny a stipulating figure staggered back a step.,"291,272,291,287",5.75
360,5,"1,2,3,4,5",mic_fileid_360_doa3_3spk_1.wav|mic_fileid_360_doa3_3spk_2.wav|mic_fileid_360_doa3_3spk_3.wav|mic_fileid_360_doa3_3spk_4.wav|mic_fileid_360_doa3_3spk_5.wav,20,104,text_fileid_360_doa104_spk1.txt,0.23529411764705882,8,34,WHOSE EYES WERE CLOSED HIS COUNTENANCE PALE DISFIGURED AND BATHED IN TEARS SHE GAZED EARNESTLY ON HIM HER HEART BEAT AND SHE FANCIED SHE BEHELD GANEM BUT YET SHE WOULD NOT BELIEVE HER EYES,"whose eyes were closed, his countenance pale, disfigured. and bathed in tears. She gazed earnestly at her heart beat and she fancy to be held. Got him. But yet, she would not believe her eyes.","106,104,106,108,9",20.6
361,4,"1,2,3,4",mic_fileid_361_doa8_3spk_1.wav|mic_fileid_361_doa8_3spk_2.wav|mic_fileid_361_doa8_3spk_3.wav|mic_fileid_361_doa8_3spk_4.wav,16,230,text_fileid_361_doa230_spk1.txt,0.41025641025641024,16,39,MODE BEARD THE OYSTERS AND SCALD THEM IN THEIR OWN LIQUOR THEN ADD IT WELL STRAINED TO THE BROTH THICKEN WITH THE BUTTER AND FLOUR AND SIMMER FOR ONE QUARTER OF AN HOUR PUT IN THE OYSTERS STIR WELL,"mode, beard the oysters and skull them in their own way. Jason Baybrow tells it must be our glass to embark on some good... butter and flour and simmer for one quarter of an hour. and in the oyster stir well.","212,208,238,230",12
362,5,"1,2,3,4,5",mic_fileid_362_doa47_3spk_1.wav|mic_fileid_362_doa47_3spk_2.wav|mic_fileid_362_doa47_3spk_3.wav|mic_fileid_362_doa47_3spk_4.wav|mic_fileid_362_doa47_3spk_5.wav,20,265,text_fileid_362_doa265_spk1.txt,0.10416666666666667,5,48,QUITE REPLIED THORNDYKE I HAVE ENTERTAINED IT FROM THE FIRST AND THE NEW FACTS THAT YOU HAVE GATHERED INCREASE ITS PROBABILITY YOU REMEMBER I SAID THAT FOUR HYPOTHESES WERE POSSIBLE THAT THE ROBBERY WAS COMMITTED EITHER BY REUBEN BY WALTER BY JOHN HORNBY OR BY SOME OTHER PERSON,"quite replied for a dyke I have entertained it from the first and the new facts that you have gathered increase its probability. You remember I said that or hypotheses were possible, that the robbery was committed either by Ruben, by Walter, by John Hornby, or by some other person.","252,259,262,260,269",6.2
363,4,"1,2,3,4",mic_fileid_363_doa95_3spk_1.wav|mic_fileid_363_doa95_3spk_2.wav|mic_fileid_363_doa95_3spk_3.wav|mic_fileid_363_doa95_3spk_4.wav,16,336,text_fileid_363_doa336_spk1.txt,0.04,1,25,CHARLES GAVE THEM A GRACIOUS AND A COMPLIANT ANSWER TO ALL THEIR REMONSTRANCES HE WAS HOWEVER IN HIS HEART EXTREMELY AVERSE TO THESE FURIOUS MEASURES,"Charles gave them a gracious and a compliant answer to all. all their remonstrances. He was, however, in his heart. extremely averse to these furious measures.","337,344,337,262",21
364,4,"1,2,3,4",mic_fileid_364_doa50_3spk_1.wav|mic_fileid_364_doa50_3spk_2.wav|mic_fileid_364_doa50_3spk_3.wav|mic_fileid_364_doa50_3spk_4.wav,16,345,text_fileid_364_doa345_spk1.txt,0,0,32,DEAR ME IT IS A SAD PITY YOU CANNOT FLY YOURSELF BUT I HAVE NO TIME TO LOOK FOR ANOTHER NURSE NOW SO YOU WILL DO YOUR BEST I HOPE DEAR DEAR,"Dear me, it is a sad pity you cannot fly yourself. But I have no time to look for another nurse now. So you will do your best, I hope. Dear, dear.","350,345,345,328",5.5
365,5,"1,2,3,4,5",mic_fileid_365_doa174_3spk_1.wav|mic_fileid_365_doa174_3spk_2.wav|mic_fileid_365_doa174_3spk_3.wav|mic_fileid_365_doa174_3spk_4.wav|mic_fileid_365_doa174_3spk_5.wav,20,212,text_fileid_365_doa212_spk1.txt,0.17073170731707318,7,41,THIS THIRD BOOK THE STORY OF ANCIENT IRISH CIVILISATION GIVES IN SIMPLE PLAIN LANGUAGE AN ACCOUNT OF THE CONDITION OF THE COUNTRY IN THE OLDEN TIME BUT AS IT IS HERE TO SPEAK FOR ITSELF I NEED NOT DESCRIBE IT FURTHER,"This third book, the story of the ancient Irish civilization, globalization gives in simple plain language and account under the condition of the country in the olden time. But as it was, to speak for itself. I need not describe it further.","212,211,212,208,212",1
366,4,"1,2,3,4",mic_fileid_366_doa75_3spk_1.wav|mic_fileid_366_doa75_3spk_2.wav|mic_fileid_366_doa75_3spk_3.wav|mic_fileid_366_doa75_3spk_4.wav,16,180,text_fileid_366_doa180_spk1.txt,0.6052631578947368,23,38,UP STEPPED THE SERVANT'S COMRADE AND KNOCKED UPON THE DOOR RAP TAP TAP BY AND BY IT WAS OPENED A CRACK AND THERE STOOD AN UGLY OLD WOMAN BLEAR EYED AND CROOKED AND GNARLED AS A WINTER TWIG,"Up step the servants comrade and knock upon the door. Rat, tap, tap. By and by, it was open to crap. or though the young inventor had made many flights that was always a novel. and Narl is a winner twig.","182,181,0,183",46.5
367,5,"1,2,3,4,5",mic_fileid_367_doa110_3spk_1.wav|mic_fileid_367_doa110_3spk_2.wav|mic_fileid_367_doa110_3spk_3.wav|mic_fileid_367_doa110_3spk_4.wav|mic_fileid_367_doa110_3spk_5.wav,20,261,text_fileid_367_doa261_spk1.txt,0.07692307692307693,3,39,IT WAS HER OWN HEART SINKING WITH ALARM AND TERROR AND OVERFLOWING WITH LOVE SHE OPENED THE DOOR AND STEPPED ACROSS THE THRESHOLD AND ONTO THE COLD DAMP EARTHEN FLOOR OF THE PASSAGE THE COLD SHE FELT REFRESHED HER,"It was her own heart, sinking with alarm and terror. and overflowing with love. She opened the door and set her across the threshold and onto the cold damp earthen floor of the past. The cold she felt refreshed her.","261,264,261,256,272",3.8
368,4,"1,2,3,4",mic_fileid_368_doa76_3spk_1.wav|mic_fileid_368_doa76_3spk_2.wav|mic_fileid_368_doa76_3spk_3.wav|mic_fileid_368_doa76_3spk_4.wav,16,76,text_fileid_368_doa76_spk1.txt,0.03125,1,32,BUT WITH THE PROSPECT BEFORE HIM OF APPROACHING AN INEVITABLE ANNIHILATION HIS AVARICE WOULD BE LIKELY TO GET THE VICTORY OVER HIS CAUTION HIS VANITY OR HIS AMBITION AN AMBITIOUS MAN TOO,But with the prospect before him of approaching an inevitable and His avarice would be likely to get the victory over his caution. his vanity or his ambition. An ambitious man too.,"78,79,76,77",1.5
369,4,"1,2,3,4",mic_fileid_369_doa27_3spk_1.wav|mic_fileid_369_doa27_3spk_2.wav|mic_fileid_369_doa27_3spk_3.wav|mic_fileid_369_doa27_3spk_4.wav,16,75,text_fileid_369_doa75_spk1.txt,0.2857142857142857,8,28,WHEN SHE PAUSED IN HER LAMENTATIONS ADORABLE PRINCESS SAID HE WHY DO YOU MOURN YOUR TROUBLES ARE NOT WITHOUT REMEDY WHO SPEAKS TO ME SO GENTLY ASKED SHE,"When she paused in her latications, adorable Prince says that he, why do you warn your trouble? are not without remedy? Who speaks to me so gently? FG.","76,74,76,77",1.25
370,4,"1,2,3,4",mic_fileid_370_doa148_3spk_1.wav|mic_fileid_370_doa148_3spk_2.wav|mic_fileid_370_doa148_3spk_3.wav|mic_fileid_370_doa148_3spk_4.wav,16,297,text_fileid_370_doa297_spk1.txt,0.09090909090909091,4,44,BY THE TIME THE WAR VESSEL HAD ARRIVED AT DE LOS CAYOS L'OLONNOIS HAD MADE HIS PREPARATION TO ATTACK THE PLACE HE HAD PROCURED TWO LARGE CANOES AND IN THESE HE HAD INTENDED TO ROW UP TO THE TOWN AND LAND WITH HIS MEN,"By the time the war vessel had arrived at the Los Caños, Ongwa had made his preparation to attack the place. He had procured two large canoes, and in these he had intended to reprimand up to the town and land with his men.","291,295,296,282",6
371,4,"1,2,3,4",mic_fileid_371_doa68_3spk_1.wav|mic_fileid_371_doa68_3spk_2.wav|mic_fileid_371_doa68_3spk_3.wav|mic_fileid_371_doa68_3spk_4.wav,16,306,text_fileid_371_doa306_spk1.txt,0.08928571428571429,5,56,AND WHO BEGAN TO RUB A CROW BAR ON A STONE IN ORDER TO REDUCE IT TO THE PROPER SIZE BARTHOLEMY CAREFULLY KNOCKED ALL THE NAILS OUT OF THE BOARD AND THEN FINDING A LARGE FLAT STONE HE RUBBED DOWN ONE OF THEM UNTIL HE HAD FORMED IT INTO THE SHAPE OF A RUDE KNIFE BLADE,and who began to rub a crowbar on a stone in order to reduce it to the proper size. Bathalame carefully knocked all the nails out of the board and then finding a large flat stone he broke down one of the until he had formed it into the shape of a rude knife blade.,"308,305,307,297",3.25
372,4,"1,2,3,4",mic_fileid_372_doa161_3spk_1.wav|mic_fileid_372_doa161_3spk_2.wav|mic_fileid_372_doa161_3spk_3.wav|mic_fileid_372_doa161_3spk_4.wav,16,161,text_fileid_372_doa161_spk1.txt,0.09090909090909091,3,33,AND PERHAPS LOST FOREVER TO THE COUNTRY AT LENGTH CONGRESS HAVING SANCTIONED THE ENLARGEMENT OF THEIR OWN LIBRARY THEIR LIBRARIAN MISTER SPOFFORD INDUCED THEM TO PURCHASE THE WHOLE MASS JUST AS IT STOOD,"and perhaps lost forever to the country. at late, Congress having sanctioned the enlargement of their own library. Their Iberian, Mr. Spofford, induced them to purchase the whole mass just as it stood.","160,151,151,168",7
373,5,"1,2,3,4,5",mic_fileid_373_doa55_3spk_1.wav|mic_fileid_373_doa55_3spk_2.wav|mic_fileid_373_doa55_3spk_3.wav|mic_fileid_373_doa55_3spk_4.wav|mic_fileid_373_doa55_3spk_5.wav,20,176,text_fileid_373_doa176_spk1.txt,0.21212121212121213,7,33,A FEW REMAINED FOR THE SUMMER HERE MEN BUILT BOATS AND ROWED AWAY TO KEECHAWIK AND NEUKLUK CARRYING SUPPLIES FOR HUNTING OR PROSPECTING THE CAPTAIN'S VEGETABLE GARDEN IN THE SAND WAS GROWING RAPIDLY,A few remained for the summer. Here men built boats. and rode away to Kuchowit in Newclyc. supplies for hunting or prospecting. The plantain's vegetable garden in the sand was growing rapidly. Americans.,"174,174,174,175,284",23
