fileid,speaker_id,gt_doa,selected_predicted_doa,selected_source_index,doa_error_deg,candidate_predicted_doas,candidate_wavs,selected_wav
293,2,244,251,2,7.0,"181,251,339",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_293/enhanced_fileid_293_preddoa181_src1.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_293/enhanced_fileid_293_preddoa251_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_293/enhanced_fileid_293_preddoa339_src3.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_293/enhanced_fileid_293_preddoa251_src2.wav
293,3,94,181,1,87.0,"181,251,339",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_293/enhanced_fileid_293_preddoa181_src1.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_293/enhanced_fileid_293_preddoa251_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_293/enhanced_fileid_293_preddoa339_src3.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_293/enhanced_fileid_293_preddoa181_src1.wav
294,1,296,296,2,0.0,"170,296,336",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_294/enhanced_fileid_294_preddoa170_src1.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_294/enhanced_fileid_294_preddoa296_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_294/enhanced_fileid_294_preddoa336_src3.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_294/enhanced_fileid_294_preddoa296_src2.wav
294,2,175,170,1,5.0,"170,296,336",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_294/enhanced_fileid_294_preddoa170_src1.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_294/enhanced_fileid_294_preddoa296_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_294/enhanced_fileid_294_preddoa336_src3.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_294/enhanced_fileid_294_preddoa170_src1.wav
294,3,330,336,3,6.0,"170,296,336",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_294/enhanced_fileid_294_preddoa170_src1.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_294/enhanced_fileid_294_preddoa296_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_294/enhanced_fileid_294_preddoa336_src3.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_294/enhanced_fileid_294_preddoa336_src3.wav
295,1,80,81,1,1.0,"249,289,81",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_295/enhanced_fileid_295_preddoa249_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_295/enhanced_fileid_295_preddoa289_src3.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_295/enhanced_fileid_295_preddoa81_src1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_295/enhanced_fileid_295_preddoa81_src1.wav
295,2,243,249,2,6.0,"249,289,81",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_295/enhanced_fileid_295_preddoa249_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_295/enhanced_fileid_295_preddoa289_src3.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_295/enhanced_fileid_295_preddoa81_src1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_295/enhanced_fileid_295_preddoa249_src2.wav
295,3,291,289,3,2.0,"249,289,81",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_295/enhanced_fileid_295_preddoa249_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_295/enhanced_fileid_295_preddoa289_src3.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_295/enhanced_fileid_295_preddoa81_src1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_295/enhanced_fileid_295_preddoa289_src3.wav
296,1,203,202,1,1.0,"202,244,327",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_296/enhanced_fileid_296_preddoa202_src1.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_296/enhanced_fileid_296_preddoa244_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_296/enhanced_fileid_296_preddoa327_src3.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_296/enhanced_fileid_296_preddoa202_src1.wav
296,2,325,327,3,2.0,"202,244,327",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_296/enhanced_fileid_296_preddoa202_src1.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_296/enhanced_fileid_296_preddoa244_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_296/enhanced_fileid_296_preddoa327_src3.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_296/enhanced_fileid_296_preddoa327_src3.wav
296,3,65,327,3,98.0,"202,244,327",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_296/enhanced_fileid_296_preddoa202_src1.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_296/enhanced_fileid_296_preddoa244_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_296/enhanced_fileid_296_preddoa327_src3.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_296/enhanced_fileid_296_preddoa327_src3.wav
297,1,40,44,1,4.0,"168,359,44",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_297/enhanced_fileid_297_preddoa168_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_297/enhanced_fileid_297_preddoa359_src3.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_297/enhanced_fileid_297_preddoa44_src1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_297/enhanced_fileid_297_preddoa44_src1.wav
297,2,164,168,2,4.0,"168,359,44",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_297/enhanced_fileid_297_preddoa168_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_297/enhanced_fileid_297_preddoa359_src3.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_297/enhanced_fileid_297_preddoa44_src1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_297/enhanced_fileid_297_preddoa168_src2.wav
297,3,357,359,3,2.0,"168,359,44",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_297/enhanced_fileid_297_preddoa168_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_297/enhanced_fileid_297_preddoa359_src3.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_297/enhanced_fileid_297_preddoa44_src1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_297/enhanced_fileid_297_preddoa359_src3.wav
298,1,113,114,2,1.0,"114,172,44",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_298/enhanced_fileid_298_preddoa114_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_298/enhanced_fileid_298_preddoa172_src3.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_298/enhanced_fileid_298_preddoa44_src1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_298/enhanced_fileid_298_preddoa114_src2.wav
298,2,53,44,1,9.0,"114,172,44",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_298/enhanced_fileid_298_preddoa114_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_298/enhanced_fileid_298_preddoa172_src3.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_298/enhanced_fileid_298_preddoa44_src1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_298/enhanced_fileid_298_preddoa44_src1.wav
298,3,173,172,3,1.0,"114,172,44",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_298/enhanced_fileid_298_preddoa114_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_298/enhanced_fileid_298_preddoa172_src3.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_298/enhanced_fileid_298_preddoa44_src1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_298/enhanced_fileid_298_preddoa172_src3.wav
299,1,134,134,2,0.0,"134,240,52",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_299/enhanced_fileid_299_preddoa134_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_299/enhanced_fileid_299_preddoa240_src3.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_299/enhanced_fileid_299_preddoa52_src1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_299/enhanced_fileid_299_preddoa134_src2.wav
299,2,50,52,1,2.0,"134,240,52",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_299/enhanced_fileid_299_preddoa134_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_299/enhanced_fileid_299_preddoa240_src3.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_299/enhanced_fileid_299_preddoa52_src1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_299/enhanced_fileid_299_preddoa52_src1.wav
299,3,244,240,3,4.0,"134,240,52",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_299/enhanced_fileid_299_preddoa134_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_299/enhanced_fileid_299_preddoa240_src3.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_299/enhanced_fileid_299_preddoa52_src1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_299/enhanced_fileid_299_preddoa240_src3.wav
300,1,219,229,2,10.0,"229,284,64",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_300/enhanced_fileid_300_preddoa229_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_300/enhanced_fileid_300_preddoa284_src3.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_300/enhanced_fileid_300_preddoa64_src1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_300/enhanced_fileid_300_preddoa229_src2.wav
300,2,68,64,1,4.0,"229,284,64",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_300/enhanced_fileid_300_preddoa229_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_300/enhanced_fileid_300_preddoa284_src3.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_300/enhanced_fileid_300_preddoa64_src1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_300/enhanced_fileid_300_preddoa64_src1.wav
300,3,274,284,3,10.0,"229,284,64",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_300/enhanced_fileid_300_preddoa229_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_300/enhanced_fileid_300_preddoa284_src3.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_300/enhanced_fileid_300_preddoa64_src1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_300/enhanced_fileid_300_preddoa284_src3.wav
301,1,230,223,2,7.0,"223,268,26",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_301/enhanced_fileid_301_preddoa223_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_301/enhanced_fileid_301_preddoa268_src3.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_301/enhanced_fileid_301_preddoa26_src1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_301/enhanced_fileid_301_preddoa223_src2.wav
301,2,265,268,3,3.0,"223,268,26",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_301/enhanced_fileid_301_preddoa223_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_301/enhanced_fileid_301_preddoa268_src3.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_301/enhanced_fileid_301_preddoa26_src1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_301/enhanced_fileid_301_preddoa268_src3.wav
301,3,9,26,1,17.0,"223,268,26",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_301/enhanced_fileid_301_preddoa223_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_301/enhanced_fileid_301_preddoa268_src3.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_301/enhanced_fileid_301_preddoa26_src1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_301/enhanced_fileid_301_preddoa26_src1.wav
302,1,36,36,1,0.0,"277,343,36",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_302/enhanced_fileid_302_preddoa277_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_302/enhanced_fileid_302_preddoa343_src3.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_302/enhanced_fileid_302_preddoa36_src1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_302/enhanced_fileid_302_preddoa36_src1.wav
302,2,344,343,3,1.0,"277,343,36",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_302/enhanced_fileid_302_preddoa277_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_302/enhanced_fileid_302_preddoa343_src3.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_302/enhanced_fileid_302_preddoa36_src1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_302/enhanced_fileid_302_preddoa343_src3.wav
302,3,275,277,2,2.0,"277,343,36",/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_302/enhanced_fileid_302_preddoa277_src2.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_302/enhanced_fileid_302_preddoa343_src3.wav;/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_302/enhanced_fileid_302_preddoa36_src1.wav,/mnt/d/邵鹏远/UCL/博1/code/audition_pipeline/ablation_study/baseline/results/HARK_n_sep_IPD/official_hark_outputs/fileid_302/enhanced_fileid_302_preddoa277_src2.wav
